Voltage U1	Current IA	Current IA'
U1/V	IA/nA	IA/nA

28,27	0,54	0,54
28,30	0,54	0,54
28,32	0,53	0,54
28,35	0,51	0,53
28,37	0,51	0,53
28,40	0,53	0,53
28,42	0,53	0,52
28,44	0,52	0,52
28,47	0,51	0,52
28,49	0,51	0,51
28,52	0,53	0,51
28,54	0,53	0,51
28,57	0,51	0,50
28,59	0,49	0,50
28,62	0,49	0,50
28,64	0,50	0,49
28,66	0,49	0,49
28,69	0,48	0,49
28,71	0,48	0,49
28,74	0,48	0,49
28,76	0,47	0,48
28,79	0,48	0,48
28,81	0,47	0,48
28,84	0,47	0,48
28,86	0,47	0,47
28,88	0,47	0,47
28,91	0,47	0,47
28,93	0,47	0,47
28,96	0,46	0,47
28,98	0,47	0,47
29,01	0,47	0,46
29,03	0,46	0,46
29,05	0,46	0,46
29,08	0,44	0,46
29,10	0,44	0,46
29,13	0,45	0,46
29,15	0,45	0,46
29,18	0,45	0,46
29,20	0,45	0,46
29,23	0,46	0,46
29,25	0,48	0,46
29,27	0,48	0,46
29,30	0,47	0,46
29,32	0,46	0,46
29,35	0,45	0,46
29,37	0,45	0,46
29,40	0,45	0,46
29,42	0,44	0,46
29,45	0,44	0,46
29,47	0,43	0,46
29,49	0,45	0,46
29,52	0,47	0,46
29,54	0,47	0,46
29,57	0,47	0,47
29,59	0,47	0,47
29,62	0,47	0,47
29,64	0,47	0,47
29,67	0,46	0,47
29,69	0,46	0,47
29,71	0,47	0,47
29,74	0,48	0,47
29,76	0,48	0,48
29,79	0,48	0,48
29,81	0,47	0,48
29,84	0,47	0,48
29,86	0,48	0,48
29,89	0,48	0,49
29,91	0,48	0,49
29,93	0,49	0,49
29,96	0,49	0,49
29,98	0,51	0,50
30,01	0,51	0,50
30,03	0,50	0,50
30,06	0,50	0,51
30,08	0,50	0,51
30,10	0,51	0,51
30,13	0,51	0,52
30,15	0,51	0,52
30,18	0,51	0,52
30,20	0,52	0,53
30,23	0,53	0,53
30,25	0,54	0,54
30,28	0,54	0,54
30,30	0,55	0,54
30,32	0,55	0,55
30,35	0,56	0,55
30,37	0,56	0,55
30,40	0,57	0,56
30,42	0,57	0,57
30,45	0,57	0,57
30,47	0,58	0,58
30,50	0,58	0,58
30,52	0,58	0,58
30,54	0,57	0,59
30,57	0,57	0,59
30,59	0,59	0,60
30,62	0,60	0,60
30,64	0,60	0,60
30,67	0,61	0,61
30,69	0,62	0,61
30,72	0,65	0,62
30,74	0,64	0,62
30,76	0,64	0,63
30,79	0,64	0,63
30,81	0,63	0,64
30,84	0,64	0,64
30,86	0,63	0,65
30,89	0,63	0,65
30,91	0,64	0,66
30,94	0,63	0,66
30,96	0,64	0,67
30,98	0,66	0,67
31,01	0,67	0,68
31,03	0,68	0,68
31,06	0,69	0,69
31,08	0,70	0,69
31,11	0,71	0,70
31,13	0,72	0,71
31,15	0,72	0,71
31,18	0,71	0,72
31,20	0,72	0,72
31,23	0,72	0,73
31,25	0,73	0,73
31,28	0,74	0,74
31,30	0,75	0,75
31,33	0,77	0,75
31,35	0,78	0,76
31,37	0,79	0,76
31,40	0,79	0,76
31,42	0,79	0,77
31,45	0,80	0,77
31,47	0,79	0,78
31,50	0,78	0,78
31,52	0,79	0,78
31,55	0,78	0,79
31,57	0,79	0,79
31,59	0,79	0,79
31,62	0,79	0,79
31,64	0,80	0,80
31,67	0,80	0,80
31,69	0,80	0,80
31,72	0,82	0,80
31,74	0,81	0,80
31,77	0,81	0,80
31,79	0,81	0,80
31,81	0,81	0,80
31,84	0,81	0,80
31,86	0,81	0,81
31,89	0,81	0,81
31,91	0,81	0,81
31,94	0,81	0,81
31,96	0,81	0,81
31,99	0,81	0,81
32,01	0,81	0,81
32,03	0,81	0,81
32,06	0,81	0,80
32,08	0,81	0,80
32,11	0,82	0,80
32,13	0,81	0,80
32,16	0,81	0,80
32,18	0,82	0,80
32,20	0,82	0,79
32,23	0,81	0,79
32,25	0,80	0,79
32,28	0,79	0,79
32,30	0,79	0,79
32,33	0,77	0,78
32,35	0,76	0,78
32,38	0,76	0,78
32,40	0,76	0,77
32,42	0,76	0,77
32,45	0,77	0,77
32,47	0,77	0,76
32,50	0,77	0,76
32,52	0,77	0,75
32,55	0,76	0,75
32,57	0,76	0,74
32,60	0,76	0,74
32,62	0,75	0,73
32,64	0,74	0,73
32,67	0,72	0,73
32,69	0,71	0,72
32,72	0,72	0,72
32,74	0,71	0,71
32,77	0,70	0,71
32,79	0,70	0,70
32,82	0,70	0,70
32,84	0,69	0,69
32,86	0,69	0,69
32,89	0,68	0,68
32,91	0,69	0,67
32,94	0,68	0,67
32,96	0,66	0,66
32,99	0,66	0,66
33,01	0,65	0,65
33,04	0,64	0,65
33,06	0,64	0,64
33,08	0,62	0,64
33,11	0,62	0,63
33,13	0,61	0,63
33,16	0,61	0,63
33,18	0,62	0,62
33,21	0,62	0,62
33,23	0,61	0,61
33,26	0,60	0,61
33,28	0,60	0,60
33,30	0,60	0,60
33,33	0,60	0,59
33,35	0,59	0,59
33,38	0,58	0,58
33,40	0,58	0,58
33,43	0,57	0,58
33,45	0,58	0,57
33,47	0,57	0,57
33,50	0,56	0,56
33,52	0,56	0,56
33,55	0,55	0,56
33,57	0,55	0,55
33,60	0,55	0,55
33,62	0,54	0,54
33,65	0,54	0,54
33,67	0,54	0,54
33,69	0,54	0,54
33,72	0,53	0,53
33,74	0,52	0,53
33,77	0,52	0,53
33,79	0,51	0,53
33,82	0,51	0,52
33,84	0,50	0,52
33,87	0,49	0,52
33,89	0,49	0,52
33,91	0,52	0,52
33,94	0,51	0,51
33,96	0,52	0,51
33,99	0,51	0,51
34,01	0,52	0,51
34,04	0,52	0,51
34,06	0,52	0,51
34,09	0,51	0,51
34,11	0,51	0,51
34,13	0,50	0,51
34,16	0,50	0,51
34,18	0,51	0,51
34,21	0,50	0,51
34,23	0,50	0,51
34,26	0,50	0,51
34,28	0,50	0,51
34,31	0,51	0,51
34,33	0,50	0,51
34,35	0,50	0,50
34,38	0,52	0,50
34,40	0,52	0,50
34,43	0,52	0,51
34,45	0,52	0,51
34,48	0,50	0,51
34,50	0,50	0,51
34,52	0,50	0,51
34,55	0,49	0,51
34,57	0,49	0,51
34,60	0,48	0,51
34,62	0,49	0,52
34,65	0,51	0,52
34,67	0,51	0,52
34,70	0,51	0,52
34,72	0,52	0,52
34,74	0,52	0,52
34,77	0,53	0,52
34,79	0,53	0,53
34,82	0,53	0,53
34,84	0,54	0,53
34,87	0,53	0,53
34,89	0,54	0,54
34,92	0,55	0,54
34,94	0,55	0,54
34,96	0,55	0,54
34,99	0,55	0,55
35,01	0,54	0,55
35,04	0,56	0,55
35,06	0,55	0,55
35,09	0,54	0,56
35,11	0,56	0,56
35,14	0,56	0,57
35,16	0,57	0,57
35,18	0,57	0,57
35,21	0,56	0,58
35,23	0,57	0,58
35,26	0,57	0,59
35,28	0,57	0,59
35,31	0,58	0,60
35,33	0,57	0,60
35,36	0,58	0,61
35,38	0,61	0,61
35,40	0,61	0,61
35,43	0,63	0,62
35,45	0,63	0,62
35,48	0,64	0,63
35,50	0,66	0,63
35,53	0,67	0,64
35,55	0,66	0,65
35,57	0,67	0,65
35,60	0,66	0,66
35,62	0,66	0,67
35,65	0,66	0,67
35,67	0,67	0,68
35,70	0,67	0,69
35,72	0,68	0,69
35,75	0,68	0,70
35,77	0,69	0,70
35,79	0,70	0,71
35,82	0,71	0,71
35,84	0,73	0,72
35,87	0,73	0,72
35,89	0,74	0,73
35,92	0,74	0,74
35,94	0,75	0,74
35,97	0,76	0,75
35,99	0,77	0,75
36,01	0,76	0,76
36,04	0,77	0,77
36,06	0,76	0,77
36,09	0,77	0,78
36,11	0,79	0,78
36,14	0,79	0,79
36,16	0,80	0,80
36,19	0,80	0,80
36,21	0,80	0,81
36,23	0,82	0,81
36,26	0,83	0,82
36,28	0,83	0,82
36,31	0,83	0,83
36,33	0,83	0,83
36,36	0,83	0,84
36,38	0,85	0,84
36,41	0,85	0,85
36,43	0,86	0,85
36,45	0,86	0,85
36,48	0,86	0,86
36,50	0,88	0,86
36,53	0,88	0,86
36,55	0,87	0,87
36,58	0,89	0,87
36,60	0,89	0,88
36,62	0,89	0,88
36,65	0,89	0,88
36,67	0,88	0,89
36,70	0,89	0,89
36,72	0,89	0,89
36,75	0,88	0,89
36,77	0,89	0,89
36,80	0,88	0,89
36,82	0,89	0,90
36,84	0,91	0,90
36,87	0,91	0,90
36,89	0,91	0,90
36,92	0,92	0,90
36,94	0,91	0,90
36,97	0,92	0,90
36,99	0,92	0,90
37,02	0,90	0,90
37,04	0,89	0,90
37,06	0,89	0,90
37,09	0,89	0,90
37,11	0,90	0,90
37,14	0,90	0,90
37,16	0,89	0,90
37,19	0,89	0,90
37,21	0,90	0,89
37,24	0,90	0,89
37,26	0,90	0,89
37,28	0,89	0,88
37,31	0,90	0,88
37,33	0,90	0,88
37,36	0,90	0,88
37,38	0,89	0,87
37,41	0,89	0,87
37,43	0,88	0,87
37,46	0,88	0,86
37,48	0,86	0,86
37,50	0,86	0,86
37,53	0,84	0,85
37,55	0,84	0,85
37,58	0,85	0,84
37,60	0,85	0,84
37,63	0,84	0,84
37,65	0,84	0,83
37,68	0,83	0,83
37,70	0,83	0,82
37,72	0,82	0,82
37,75	0,80	0,81
37,77	0,80	0,81
37,80	0,78	0,80
37,82	0,78	0,80
37,85	0,79	0,79
37,87	0,79	0,79
37,89	0,79	0,78
37,92	0,78	0,78
37,94	0,77	0,77
37,97	0,78	0,77
37,99	0,77	0,76
38,02	0,77	0,76
38,04	0,76	0,75
38,07	0,75	0,74
38,09	0,74	0,74
38,11	0,74	0,73
38,14	0,73	0,73
38,16	0,72	0,73
38,19	0,71	0,72
38,21	0,71	0,72
38,24	0,71	0,71
38,26	0,70	0,70
38,29	0,70	0,70
38,31	0,71	0,69
38,33	0,69	0,69
38,36	0,68	0,68
38,38	0,67	0,68
38,41	0,66	0,68
38,43	0,67	0,67
38,46	0,67	0,67
38,48	0,65	0,66
38,51	0,65	0,66
38,53	0,65	0,66
38,55	0,64	0,65
38,58	0,65	0,65
38,60	0,64	0,65
38,63	0,63	0,64
38,65	0,63	0,64
38,68	0,63	0,63
38,70	0,64	0,63
38,73	0,64	0,62
38,75	0,63	0,62
38,77	0,63	0,62
38,80	0,63	0,61
38,82	0,63	0,61
38,85	0,62	0,61
38,87	0,61	0,61
38,90	0,61	0,60
38,92	0,59	0,60
38,94	0,59	0,60
38,97	0,59	0,60
38,99	0,57	0,59
39,02	0,57	0,59
39,04	0,57	0,59
39,07	0,56	0,59
39,09	0,56	0,58
39,12	0,57	0,58
39,14	0,57	0,58
39,16	0,59	0,58
39,19	0,59	0,58
39,21	0,58	0,58
39,24	0,57	0,57
39,26	0,56	0,57
39,29	0,56	0,57
39,31	0,57	0,57
39,34	0,57	0,57
39,36	0,56	0,57
39,38	0,57	0,57
39,41	0,58	0,58
39,43	0,59	0,58
39,46	0,59	0,58
39,48	0,58	0,58
39,51	0,58	0,58
39,53	0,57	0,58
39,56	0,57	0,58
39,58	0,57	0,58
39,60	0,57	0,58
39,63	0,58	0,58
39,65	0,58	0,58
39,68	0,58	0,58
39,70	0,59	0,58
39,73	0,58	0,58
39,75	0,58	0,59
39,78	0,58	0,59
39,80	0,58	0,59
39,82	0,59	0,59
39,85	0,58	0,59
39,87	0,58	0,60
39,90	0,60	0,60
39,92	0,60	0,60
39,95	0,60	0,60
39,97	0,60	0,61
39,99	0,59	0,61
40,02	0,60	0,61
40,04	0,61	0,61
40,07	0,61	0,62
40,09	0,62	0,62
40,12	0,62	0,62
40,14	0,62	0,63
40,17	0,64	0,63
40,19	0,65	0,63
40,21	0,64	0,64
40,24	0,64	0,64
40,26	0,64	0,65
40,29	0,65	0,65
40,31	0,65	0,66
40,34	0,66	0,66
40,36	0,66	0,67
40,39	0,66	0,67
40,41	0,67	0,68
40,43	0,68	0,68
40,46	0,67	0,69
40,48	0,68	0,69
40,51	0,69	0,70
40,53	0,70	0,70
40,56	0,71	0,71
40,58	0,72	0,72
40,61	0,73	0,72
40,63	0,75	0,73
40,65	0,75	0,74
40,68	0,75	0,74
40,70	0,75	0,75
40,73	0,74	0,75
40,75	0,75	0,76
40,78	0,76	0,76
40,80	0,77	0,77
40,83	0,78	0,77
40,85	0,78	0,78
40,87	0,79	0,79
40,90	0,82	0,79
40,92	0,82	0,80
40,95	0,81	0,80
40,97	0,82	0,81
41,00	0,81	0,81
41,02	0,81	0,82
41,05	0,81	0,82
41,07	0,81	0,83
41,09	0,81	0,84
41,12	0,82	0,84
41,14	0,83	0,85
41,17	0,85	0,85
41,19	0,85	0,86
41,22	0,86	0,86
41,24	0,87	0,87
41,26	0,88	0,87
41,29	0,89	0,88
41,31	0,89	0,88
41,34	0,89	0,89
41,36	0,90	0,89
41,39	0,91	0,90
41,41	0,91	0,90
41,44	0,91	0,91
41,46	0,90	0,91
41,48	0,91	0,92
41,51	0,93	0,92
41,53	0,93	0,92
41,56	0,94	0,93
41,58	0,94	0,93
41,61	0,95	0,93
41,63	0,97	0,94
41,66	0,97	0,94
41,68	0,96	0,94
41,70	0,96	0,94
41,73	0,95	0,95
41,75	0,95	0,95
41,78	0,95	0,95
41,80	0,94	0,96
41,83	0,94	0,96
41,85	0,94	0,96
41,88	0,94	0,96
41,90	0,95	0,96
41,92	0,95	0,96
41,95	0,96	0,96
41,97	0,97	0,96
42,00	0,98	0,96
42,02	0,98	0,96
42,05	0,98	0,96
42,07	0,98	0,96
42,10	0,98	0,96
42,12	0,98	0,97
42,14	0,98	0,97
42,17	0,97	0,97
42,19	0,96	0,97
42,22	0,96	0,97
42,24	0,97	0,97
42,27	0,97	0,96
42,29	0,97	0,96
42,31	0,96	0,96
42,34	0,96	0,96
42,36	0,98	0,96
42,39	0,98	0,96
42,41	0,96	0,96
42,44	0,96	0,95
42,46	0,95	0,95
42,49	0,95	0,95
42,51	0,94	0,95
42,53	0,94	0,94
42,56	0,93	0,94
42,58	0,93	0,94
42,61	0,93	0,93
42,63	0,95	0,93
42,66	0,94	0,93
42,68	0,94	0,92
42,71	0,94	0,92
42,73	0,94	0,91
42,75	0,93	0,91
42,78	0,92	0,91
42,80	0,90	0,91
42,83	0,90	0,90
42,85	0,90	0,90
42,88	0,89	0,89
42,90	0,88	0,89
42,93	0,87	0,89
42,95	0,86	0,88
42,97	0,87	0,87
43,00	0,86	0,87
43,02	0,86	0,86
43,05	0,86	0,86
43,07	0,86	0,85
43,10	0,88	0,85
43,12	0,87	0,84
43,15	0,86	0,84
43,17	0,85	0,84
43,19	0,83	0,83
43,22	0,82	0,83
43,24	0,81	0,82
43,27	0,79	0,82
43,29	0,80	0,82
43,32	0,78	0,81
43,34	0,79	0,81
43,36	0,80	0,80
43,39	0,79	0,80
43,41	0,79	0,80
43,44	0,79	0,79
43,46	0,79	0,79
43,49	0,80	0,78
43,51	0,79	0,78
43,54	0,78	0,78
43,56	0,78	0,78
43,58	0,77	0,77
43,61	0,77	0,77
43,63	0,76	0,77
43,66	0,75	0,76
43,68	0,75	0,76
43,71	0,76	0,76
43,73	0,76	0,75
43,76	0,76	0,75
43,78	0,75	0,75
43,80	0,75	0,74
43,83	0,76	0,74
43,85	0,76	0,74
43,88	0,75	0,73
43,90	0,74	0,73
43,93	0,73	0,73
43,95	0,72	0,72
43,98	0,71	0,72
44,00	0,71	0,72
44,02	0,70	0,71
44,05	0,69	0,71
44,07	0,68	0,71
44,10	0,69	0,71
44,12	0,69	0,70
44,15	0,70	0,70
44,17	0,70	0,70
44,20	0,69	0,70
44,22	0,69	0,69
44,24	0,69	0,69
44,27	0,68	0,69
44,29	0,68	0,69
44,32	0,67	0,69
44,34	0,67	0,69
44,37	0,68	0,69
44,39	0,68	0,69
44,41	0,68	0,68
44,44	0,68	0,68
44,46	0,69	0,68
44,49	0,69	0,68
44,51	0,69	0,68
44,54	0,69	0,68
44,56	0,69	0,68
44,59	0,68	0,68
44,61	0,67	0,68
44,63	0,68	0,68
44,66	0,68	0,68
44,68	0,68	0,68
44,71	0,68	0,68
44,73	0,67	0,69
44,76	0,68	0,69
44,78	0,68	0,69
44,81	0,67	0,69
44,83	0,68	0,69
44,85	0,68	0,69
44,88	0,68	0,69
44,90	0,68	0,69
44,93	0,68	0,69
44,95	0,70	0,69
44,98	0,70	0,70
45,00	0,70	0,70
45,03	0,70	0,70
45,05	0,71	0,71
45,07	0,70	0,71
45,10	0,70	0,71
45,12	0,70	0,71
45,15	0,70	0,72
45,17	0,70	0,72
45,20	0,70	0,72
45,22	0,71	0,73
45,25	0,73	0,73
45,27	0,73	0,73
45,29	0,75	0,74
45,32	0,76	0,74
45,34	0,77	0,74
45,37	0,77	0,75
45,39	0,76	0,75
45,42	0,76	0,76
45,44	0,77	0,76
45,47	0,75	0,77
45,49	0,75	0,77
45,51	0,75	0,78
45,54	0,76	0,78
45,56	0,78	0,79
45,59	0,79	0,79
45,61	0,79	0,80
45,64	0,80	0,80
45,66	0,80	0,81
45,68	0,81	0,81
45,71	0,82	0,81
45,73	0,82	0,82
45,76	0,83	0,83
45,78	0,82	0,83
45,81	0,83	0,84
45,83	0,85	0,84
45,86	0,85	0,85
45,88	0,86	0,85
45,90	0,86	0,85
45,93	0,87	0,86
45,95	0,88	0,86
45,98	0,88	0,87
46,00	0,88	0,87
46,03	0,89	0,88
46,05	0,89	0,88
46,08	0,90	0,89
46,10	0,90	0,90
46,12	0,89	0,90
46,15	0,90	0,91
46,17	0,90	0,91
46,20	0,89	0,92
46,22	0,90	0,92
46,25	0,89	0,93
46,27	0,89	0,93
46,30	0,93	0,94
46,32	0,95	0,94
46,34	0,96	0,95
46,37	0,96	0,95
46,39	0,97	0,95
46,42	0,99	0,96
46,44	0,99	0,96
46,47	0,99	0,97
46,49	0,99	0,97
46,52	0,99	0,98
46,54	0,99	0,98
46,56	0,99	0,99
46,59	1,00	0,99
46,61	1,00	1,00
46,64	1,00	1,00
46,66	1,00	1,00
46,69	1,00	1,01
46,71	1,00	1,01
46,73	1,00	1,01
46,76	1,02	1,02
46,78	1,03	1,02
46,81	1,04	1,02
46,83	1,04	1,02
46,86	1,03	1,03
46,88	1,04	1,03
46,91	1,04	1,03
46,93	1,02	1,03
46,95	1,02	1,04
46,98	1,02	1,04
47,00	1,02	1,04
47,03	1,05	1,04
47,05	1,05	1,04
47,08	1,05	1,04
47,10	1,06	1,04
47,13	1,06	1,05
47,15	1,07	1,05
47,17	1,07	1,05
47,20	1,07	1,05
47,22	1,06	1,05
47,25	1,05	1,05
47,27	1,05	1,05
47,30	1,05	1,05
47,32	1,04	1,05
47,35	1,04	1,05
47,37	1,04	1,05
47,39	1,04	1,05
47,42	1,05	1,05
47,44	1,06	1,05
47,47	1,07	1,05
47,49	1,08	1,05
47,52	1,07	1,05
47,54	1,07	1,04
47,57	1,07	1,04
47,59	1,04	1,04
47,61	1,04	1,04
47,64	1,03	1,04
47,66	1,02	1,04
47,69	1,03	1,04
47,71	1,01	1,04
47,74	1,01	1,03
47,76	1,04	1,03
47,78	1,04	1,03
47,81	1,03	1,03
47,83	1,02	1,02
47,86	1,03	1,02
47,88	1,04	1,02
47,91	1,03	1,01
47,93	1,02	1,01
47,96	1,01	1,01
47,98	1,00	1,01
48,00	1,00	1,00
48,03	1,00	1,00
48,05	1,00	1,00
48,08	1,00	1,00
48,10	0,98	0,99
48,13	0,98	0,99
48,15	0,99	0,98
48,18	0,98	0,98
48,20	0,97	0,98
48,22	0,98	0,97
48,25	0,98	0,97
48,27	0,98	0,97
48,30	0,98	0,96
48,32	0,96	0,96
48,35	0,96	0,96
48,37	0,96	0,96
48,40	0,94	0,95
48,42	0,94	0,95
48,44	0,93	0,95
48,47	0,92	0,94
48,49	0,93	0,94
48,52	0,93	0,94
48,54	0,93	0,93
48,57	0,92	0,93
48,59	0,92	0,93
48,62	0,93	0,92
48,64	0,94	0,92
48,66	0,93	0,92
48,69	0,93	0,91
48,71	0,92	0,91
48,74	0,91	0,91
48,76	0,91	0,90
48,79	0,90	0,90
48,81	0,89	0,90
48,84	0,88	0,90
48,86	0,88	0,89
48,88	0,89	0,89
48,91	0,88	0,89
48,93	0,88	0,88
48,96	0,88	0,88
48,98	0,89	0,88
49,01	0,88	0,87
49,03	0,87	0,87
49,05	0,87	0,87
49,08	0,88	0,87
49,10	0,87	0,86
49,13	0,86	0,86
49,15	0,86	0,86
49,18	0,85	0,86
49,20	0,85	0,86
49,23	0,84	0,85
49,25	0,84	0,85
49,27	0,84	0,85
49,30	0,84	0,85
49,32	0,83	0,85
49,35	0,84	0,85
49,37	0,84	0,84
49,40	0,84	0,84
49,42	0,84	0,84
49,45	0,84	0,84
49,47	0,84	0,84
49,49	0,85	0,84
49,52	0,85	0,84
49,54	0,85	0,84
49,57	0,84	0,83
49,59	0,84	0,83
49,62	0,83	0,83
49,64	0,84	0,83
49,67	0,83	0,83
49,69	0,83	0,83
49,71	0,83	0,83
49,74	0,83	0,83
49,76	0,82	0,83
49,79	0,82	0,83
49,81	0,82	0,83
49,84	0,82	0,83
49,86	0,83	0,83
49,89	0,82	0,83
49,91	0,81	0,83
49,93	0,82	0,83
49,96	0,82	0,83
49,98	0,81	0,83
50,01	0,82	0,83
50,03	0,81	0,83
50,06	0,83	0,84
50,08	0,86	0,84
50,10	0,85	0,84
50,13	0,86	0,84
50,15	0,85	0,84
50,18	0,85	0,84
50,20	0,86	0,85
50,23	0,85	0,85
50,25	0,84	0,85
50,28	0,85	0,85
50,30	0,85	0,86
50,32	0,85	0,86
50,35	0,86	0,86
50,37	0,86	0,87
50,40	0,86	0,87
50,42	0,86	0,87
50,45	0,86	0,87
50,47	0,88	0,87
50,50	0,88	0,88
50,52	0,88	0,88
50,54	0,89	0,88
50,57	0,90	0,89
50,59	0,90	0,89
50,62	0,91	0,90
50,64	0,89	0,90
50,67	0,89	0,90
50,69	0,90	0,91
50,72	0,89	0,91
50,74	0,89	0,92
50,76	0,89	0,92
50,79	0,90	0,93
50,81	0,92	0,93
50,84	0,94	0,93
50,86	0,95	0,94
50,89	0,95	0,94
50,91	0,96	0,95
50,94	0,97	0,95
50,96	0,98	0,96
50,98	0,97	0,96
51,01	0,97	0,97
51,03	0,97	0,97
51,06	0,97	0,98
51,08	0,98	0,98
51,11	0,99	0,99
51,13	0,98	0,99
51,15	0,99	1,00
51,18	1,00	1,00
51,20	1,01	1,00
51,23	1,01	1,01
51,25	1,02	1,01
51,28	1,02	1,01
51,30	1,03	1,02
51,33	1,03	1,02
51,35	1,03	1,03
51,37	1,02	1,03
51,40	1,03	1,04
51,42	1,04	1,04
51,45	1,03	1,04
51,47	1,03	1,05
51,50	1,03	1,05
51,52	1,04	1,06
51,55	1,07	1,06
51,57	1,07	1,06
51,59	1,07	1,07
51,62	1,07	1,07
51,64	1,09	1,07
51,67	1,09	1,08
51,69	1,09	1,08
51,72	1,09	1,09
51,74	1,10	1,09
51,77	1,10	1,10
51,79	1,10	1,10
51,81	1,09	1,10
51,84	1,10	1,11
51,86	1,11	1,11
51,89	1,11	1,11
51,91	1,11	1,12
51,94	1,12	1,12
51,96	1,13	1,12
51,99	1,13	1,12
52,01	1,15	1,13
52,03	1,15	1,13
52,06	1,15	1,13
52,08	1,16	1,13
52,11	1,14	1,14
52,13	1,15	1,14
52,16	1,14	1,14
52,18	1,13	1,14
52,20	1,14	1,14
52,23	1,13	1,15
52,25	1,13	1,15
52,28	1,15	1,15
52,30	1,16	1,15
52,33	1,17	1,15
52,35	1,16	1,15
52,38	1,16	1,15
52,40	1,16	1,15
52,42	1,17	1,15
52,45	1,16	1,16
52,47	1,15	1,16
52,50	1,15	1,16
52,52	1,15	1,16
52,55	1,16	1,16
52,57	1,16	1,16
52,60	1,16	1,16
52,62	1,16	1,16
52,64	1,16	1,16
52,67	1,17	1,16
52,69	1,16	1,16
52,72	1,17	1,16
52,74	1,18	1,16
52,77	1,17	1,16
52,79	1,18	1,16
52,82	1,17	1,16
52,84	1,16	1,16
52,86	1,16	1,16
52,89	1,15	1,16
52,91	1,14	1,16
52,94	1,15	1,16
52,96	1,13	1,16
52,99	1,14	1,16
53,01	1,17	1,16
53,04	1,16	1,16
53,06	1,17	1,16
53,08	1,17	1,15
53,11	1,16	1,15
53,13	1,17	1,15
53,16	1,16	1,15
53,18	1,15	1,15
53,21	1,15	1,15
53,23	1,14	1,15
53,26	1,14	1,15
53,28	1,15	1,15
53,30	1,15	1,15
53,33	1,15	1,14
53,35	1,14	1,14
53,38	1,14	1,14
53,40	1,15	1,14
53,43	1,14	1,13
53,45	1,13	1,13
53,47	1,14	1,13
53,50	1,13	1,13
53,52	1,13	1,12
53,55	1,13	1,12
53,57	1,11	1,12
53,60	1,12	1,12
53,62	1,11	1,12
53,65	1,09	1,11
53,67	1,10	1,11
53,69	1,09	1,11
53,72	1,08	1,11
53,74	1,09	1,10
53,77	1,10	1,10
53,79	1,10	1,10
53,82	1,09	1,09
53,84	1,09	1,09
53,87	1,11	1,09
53,89	1,11	1,09
53,91	1,10	1,08
53,94	1,09	1,08
53,96	1,08	1,08
53,99	1,08	1,08
54,01	1,08	1,08
54,04	1,07	1,08
54,06	1,07	1,07
54,09	1,07	1,07
54,11	1,06	1,07
54,13	1,06	1,07
54,16	1,06	1,07
54,18	1,06	1,06
54,21	1,06	1,06
54,23	1,06	1,06
54,26	1,06	1,06
54,28	1,06	1,06
54,31	1,06	1,05
54,33	1,05	1,05
54,35	1,05	1,05
54,38	1,04	1,05
54,40	1,05	1,04
54,43	1,04	1,04
54,45	1,03	1,04
54,48	1,05	1,04
54,50	1,05	1,04
54,52	1,05	1,04
54,55	1,04	1,04
54,57	1,03	1,04
54,60	1,04	1,03
54,62	1,03	1,03
54,65	1,01	1,03
54,67	1,01	1,03
54,70	1,01	1,03
54,72	1,02	1,03
54,74	1,03	1,03
54,77	1,03	1,03
54,79	1,03	1,03
54,82	1,02	1,03
54,84	1,03	1,03
54,87	1,03	1,02
54,89	1,03	1,02
54,92	1,01	1,03
54,94	1,01	1,03
54,96	1,01	1,03
54,99	1,02	1,03
55,01	1,02	1,03
55,04	1,02	1,03
55,06	1,02	1,03
55,09	1,03	1,03
55,11	1,03	1,03
55,14	1,05	1,03
55,16	1,03	1,03
55,18	1,03	1,03
55,21	1,04	1,04
55,23	1,04	1,04
55,26	1,04	1,04
55,28	1,04	1,04
55,31	1,03	1,04
55,33	1,05	1,04
55,36	1,05	1,05
55,38	1,04	1,05
55,40	1,05	1,05
55,43	1,04	1,05
55,45	1,04	1,05
55,48	1,06	1,05
55,50	1,06	1,06
55,53	1,06	1,06
55,55	1,06	1,06
55,57	1,05	1,06
55,60	1,07	1,06
55,62	1,07	1,06
55,65	1,07	1,07
55,67	1,07	1,07
55,70	1,07	1,07
55,72	1,08	1,07
55,75	1,08	1,08
55,77	1,08	1,08
55,79	1,08	1,08
55,82	1,08	1,09
55,84	1,08	1,09
55,87	1,09	1,09
55,89	1,08	1,09
55,92	1,08	1,10
55,94	1,10	1,10
55,97	1,10	1,10
55,99	1,11	1,11
56,01	1,12	1,11
56,04	1,12	1,11
56,06	1,13	1,12
56,09	1,13	1,12
56,11	1,13	1,13
56,14	1,13	1,13
56,16	1,12	1,13
56,19	1,12	1,14
56,21	1,13	1,14
56,23	1,14	1,14
56,26	1,15	1,15
56,28	1,15	1,15
56,31	1,16	1,16
56,33	1,17	1,16
56,36	1,18	1,16
56,38	1,17	1,17
56,41	1,17	1,17
56,43	1,17	1,18
56,45	1,18	1,18
56,48	1,18	1,18
56,50	1,18	1,19
56,53	1,19	1,19
56,55	1,19	1,20
56,58	1,19	1,20
56,60	1,21	1,20
56,62	1,20	1,21
56,65	1,20	1,21
